Name; Value; Type; Description
nav_split_place_on_ground; 0; cheat; If true, nav areas will be placed flush with the ground when split.
nav_split_show_aa; 0; sv, cheat; Show the axis-aligned split line in addition to free angle split line
nav_store_selected_set; cmd; ; Stores the current selected set for later retrieval.
nav_strip; cmd; ; Strips all Hiding Spots, Approach Points, and Encounter Spots from the current Area.
nav_subdivide; cmd; ; Subdivides all selected areas.
nav_switch; cmd; ; Switches to navmesh for the specified spawngroup
nav_test_node; 0; sv, cheat; 
nav_test_node_crouch; 0; sv, cheat; 
nav_test_node_crouch_dir; 4; sv, cheat; 
nav_test_test_ray_to_mesh; cmd; ; Test CNavMesh::TestRayToMesh().  Args: nNumrays, flRayLength, flRadialOffset
nav_toggle_deselecting; cmd; ; Start or stop continuously removing from the selected set.
nav_toggle_in_selected_set; cmd; ; Remove current area from the selected set.
nav_toggle_place_mode; cmd; ; Toggle the editor into and out of Place mode. Place mode allows labelling of Area with Place names.
nav_toggle_selected_set; cmd; ; Toggles all areas into/out of the selected set.
nav_toggle_selecting; cmd; ; Start or stop continuously adding to the selected set.
nav_try_load_nav2; 0; ; Try loading the new nav mesh file (.nav2_legacy), which is the new nav mesh system saved to the legacy nav file format.
nav_unmark; cmd; ; Clears the marked Area or Ladder.
nav_use_place; cmd; ; If used without arguments, all available Places will be listed. If a Place argument is given, the current Place is set.
nav_volume_debug; 0; sv, cheat; Draw or print debug information about nav volume queries.
nav_warp_to_mark; cmd; ; Warps the player to the marked area.
nav_world_center; cmd; ; Centers the nav mesh in the world
nb_allow_avoiding; 1; sv, cheat; 
nb_allow_climbing; 1; sv, cheat; 
nb_allow_gap_jumping; 1; sv, cheat; 
nb_blind; 0; sv, cheat; Disable vision
nb_command; cmd; ; Sends a command string to all bots
nb_debug; cmd; ; Debug NextBots.  Categories are: BEHAVIOR, LOOK_AT, PATH, ANIMATION, LOCOMOTION, VISION, HEARING, EVENTS, ERRORS.
nb_debug_climbing; 0; sv, cheat; 
nb_debug_filter; cmd; ; Add items to the NextBot debug filter. Items can be entindexes or part of the identifier of one or more bots.
nb_debug_history; 0; sv, release; If true, each bot keeps a history of debug output in memory
nb_debug_known_entities; 0; sv, cheat; Show the 'known entities' for the bot that is the current spectator target
nb_delete_all; cmd; ; Delete all non-player NextBot entities.  Equivalent to script 'NextBotManager.DeleteAll(...)'
nb_dump_debug_history; cmd; ; Dumps debug history for the bot under the cursor to the blackbox
nb_force_look_at; cmd; ; Force selected bot to look at the local player's position
nb_freeze; 0; sv, rep, cheat; Stop all NextBots from moving only
nb_head_aim_resettle_angle; 100; sv, cheat; After rotating through this angle, the bot pauses to 'recenter' its virtual mouse on its virtual mousepad
nb_head_aim_resettle_time; 0; sv, cheat; How long the bot pauses to 'recenter' its virtual mouse on its virtual mousepad
nb_head_aim_settle_duration; 0; sv, cheat; 
nb_head_aim_steady_max_rate; 100; sv, cheat; 
nb_ladder_align_range; 50; sv, cheat; 
nb_locomotion_acceleration_max; 500; sv, cheat; 
nb_locomotion_debug_climb; 0; sv, cheat; 
nb_locomotion_friction_forward; 0; sv, cheat; 
nb_locomotion_friction_sideways; 3; sv, cheat; 
nb_locomotion_gravity; 1000; sv, cheat; 
nb_locomotion_lean_forward_accel; 100; sv, cheat; 
nb_locomotion_lean_sideways_max_angle; 30; sv, cheat; 
nb_locomotion_lean_sideways_rate; 3; sv, cheat; 
nb_locomotion_yaw_rate_max; 250; sv, cheat; 
nb_lod_0_limit; 12; sv, cheat; 
nb_lod_0_range; 1500; sv, cheat; 
nb_lod_1_limit; 25; sv, cheat; 
nb_lod_1_range; 2500; sv, cheat; 
nb_lod_debug; 0; sv, cheat; 
nb_lod_stats; 0; sv, cheat; 
nb_move_to_cursor; cmd; ; Tell all NextBots to move to the cursor position
nb_player_crouch; 0; sv, cheat; Force bots to crouch
nb_player_move; 1; sv, cheat; Prevents bots from moving
nb_player_move_direct; 0; sv; 
nb_player_stop; 0; sv, cheat; Stop all NextBotPlayers from updating
nb_player_walk; 0; sv, cheat; Force bots to walk
nb_saccade_speed; 1000; sv, cheat; 
nb_select; cmd; ; Select the bot you are aiming at for further debug operations.
nb_shadow_blobby_dist; 400; cl; 
nb_shadow_cull_dist; 1600; cl; 
nb_speed_look_ahead_range; 150; sv, cheat; 
nb_stop; 0; sv, rep, cheat; Stop all NextBots
nb_update_debug; 0; sv, cheat; 
nb_update_framelimit; 15; sv, cheat; 
nb_update_frequency; 0; sv, cheat; 
nb_update_maxslide; 2; sv, cheat; 
nb_warp_selected_here; cmd; ; Teleport the selected bot to your cursor position
net_channels; cmd; ; Shows net channel info
net_compressvoice; 0; ; Attempt to compress out of band voice payloads (360 only).
net_debug_to_file; 0; sv; 
net_droppackets; 0; cheat; Drops next n packets on client
net_fakejitter; 0; cheat; Jitter fakelag packet time
net_fakelag; 0; cheat; Lag all incoming network data (including loopback) by this many milliseconds.
net_fakeloss; 0; cheat; Simulate packet loss as a percentage (negative means drop 1/n packets)
net_force_steamdatagram; false; machine; 
net_listallmessages; cmd; ; List all registered net messages
net_max_foreign_packets; 1000; ; Maximum amount of foreign packets (no established connection) allowed per frame before we discard
net_max_network_processing_frame_time_ms; 20; ; Maximum amount of time in ms to spend processing the network socket during a frame
net_maxcleartime; 4; ; Max # of seconds we can wait for next packets to be sent based on rate setting (0 == no limit).
net_maxfilesize; 16; ; Maximum allowed file size for uploading in MB
net_maxroutable; 1200; a, user; Requested max packet size before packets are 'split'.
net_messageinfo; cmd; ; Display info about a message (by classname or id)
net_p2pconnection_linger_time; 120; ; How long p2p connection requests should linger before we completely ignore them
net_port_try; 150; ; If unable to bind to initial port, how many more to try binding.
net_public_adr; 0; release; For servers behind NAT/DHCP meant to be exposed to the public internet, this is the public facing ip address string: ('x.x.x.x' )
net_qospacketloss_percentage_threshold; 5; ; Spew a warning if packet loss percentage is above this threshold
net_queue_trace; 0; threadsafe; 
net_queued_packet_thread; 1; ; Use a high priority thread to send queued packets out instead of sending them each frame.
net_restrict_showmsg_socket; 0; ; If set, only net_showmsg spew for data inbound on this socket name e.g. client, server, etc.
net_serializedentitymemory; cmd; ; Spew CSerializedEntity memory 
net_showeventlisteners; 0; sv; Show listening addition/removals
net_showevents; 0; sv; Dump game events to console (1=client only, 2=all).
net_showfragments; 0; ; Show netchannel fragments
net_showmsg; 0; ; Show incoming message: <0|1|2|name> where 1 == all and 2 == all except net_NOP
net_showoob; 0; ; Show connectionless UDP traffic.
net_showpeaks; 0; ; Show messages for large packets only: <size>
net_showreliable; 0; ; Like net_showmsg, but only spew reliable messages
net_showsplits; 0; release; Show info about packet splits
net_showudp; 0; release; Dump UDP packets summary to console
net_showudp_remoteonly; 0; release; Dump non-loopback udp only
net_showusercmd; 0; cl; Show user command encoding
net_spewcounts; cmd; ; Spew serializer counts 
net_splitpacket_minimum_ack_rtt_msecs; 2000; release; After sending last chunk of split packet payload, wait at least this many msecs after last activity before giving up
net_splitpacket_require_acks_threshold; 8; release; If a splitpacket has more than this many fragments, use the reliable/ack based protocol
net_splitpacket_resend_time_msecs; 100; release; Wait this many msecs before checking whether to send resend requests.
net_splitpacket_success_ack_count; 3; release; If we get a completed splitpacket requesting acks, send the final 'success' ack this many times
net_splitrate; 1; release; Number of fragments for a splitpacket that can be sent per frame
net_splitspacket_warning_threshold; 12; release; If a splitpacket has more than this many fragments, print a warning to console
net_status; cmd; ; Shows current network status
net_threaded_report_flood_psec; 10; release; Report if we are receiving more than this many packets per second in thousands.
net_threaded_report_flood_url; 0; release; POST to the specified URL with a packet flood is detected
net_threaded_report_flood_url_min_interval; 15; release; Don't poke net_flood_report_url more often than once per N seconds
net_threaded_socket_burst_cap; 256; release; Max number of packets per burst beyond which threaded socket pump algorithm will start dropping packets.
net_threaded_socket_recovery_rate; 6400; release; Number of packets per second that threaded socket pump algorithm allows from client.
net_threaded_socket_recovery_time; 60; release; Number of seconds over which the threaded socket pump algorithm will fully recover client ratelimit.
net_usesocketsforloopback; 1; ; Use network sockets layer even for listen server local player's packets (multiplayer only).
net_validatemessages; cmd; ; Activates/deactivates net message validation
next_weapon_timer; 1; cl, a; 
nextdemo; cmd; ; Play next demo in sequence.
nextlevel; 0; sv, nf; If set to a valid map name, will change to this map during the next changelevel
nian_fight_duration; 1500; sv, rep, cheat; 
nian_ingot_conversion; 40; sv, rep, cheat; 
noclip; cmd; ; Toggle. Player becomes non-solid and flies.  Optional argument of 0 or 1 to force enable/disable
noclip_fixup; 1; sv, cheat; 
notarget; cmd; ; Toggle. Player becomes hidden to NPCs.
npc_bipass; cmd; ; Displays the local movement attempts by the given NPC(s) (triangulation detours).  Failed bypass routes are displayed in red, successful bypasses are shown in green.  Arguments:    {entity_name} / {class_name} / no argument picks what player is looking at.
npc_combat; cmd; ; Displays text debugging information about the squad and enemy of the selected NPC  (See Overlay Text)  Arguments:    {npc_name} / {npc class_name} / no argument picks what player is looking at
npc_conditions; cmd; ; Displays all the current AI conditions that an NPC has in the overlay text.  Arguments:    {npc_name} / {npc class_name} / no argument picks what player is looking at
npc_destroy; cmd; ; Removes the given NPC(s) from the universe Arguments:    {npc_name} / {npc_class_name} / no argument picks what player is looking at
npc_enemies; cmd; ; Shows memory of NPC.  Draws an X on top of each memory.  Eluded entities drawn in blue (don't know where it went)  Unreachable entities drawn in green (can't get to it)  Current enemy drawn in red  Current target entity drawn in magenta  All other entities drawn in pink  Arguments:    {npc_name} / {npc class_name} / no argument picks what player is looking at
npc_focus; cmd; ; Displays red line to NPC's enemy (if has one) and blue line to NPC's target entity (if has one)  Arguments:    {npc_name} / {npc class_name} / no argument picks what player is looking at
npc_height_adjust; 1; sv, a; Enable test mode for ik height adjustment
npc_kill; cmd; ; Kills the given NPC(s) Arguments:    {npc_name} / {npc_class_name} / no argument picks what player is looking at
npc_nearest; cmd; ; Draw's a while box around the NPC(s) nearest node  Arguments:    {entity_name} / {class_name} / no argument picks what player is looking at  
npc_relationships; cmd; ; Displays the relationships between this NPC and all others.  Arguments:    {entity_name} / {class_name} / no argument picks what player is looking at
npc_route; cmd; ; Displays the current route of the given NPC as a line on the screen.  Waypoints along the route are drawn as small cyan rectangles.  Line is color coded in the following manner:  Blue - path to a node  Cyan - detour around an object (triangulation)  Red - jump  Maroon - path to final target position  Arguments:    {npc_name} / {npc_class_name} / no argument picks what player is looking at 
npc_select; cmd; ; Select or deselects the given NPC(s) for later manipulation.  Selected NPC's are shown surrounded by a red translucent box  Arguments:    {entity_name} / {class_name} / no argument picks what player is looking at 
npc_squads; cmd; ; Obsolete.  Replaced by npc_combat
npc_steering; cmd; ; Displays the steering obstructions of the NPC (used to perform local avoidance)  Arguments:    {entity_name} / {class_name} / no argument picks what player is looking at
npc_task_text; cmd; ; Outputs text debugging information to the console about the all the tasks + break conditions of the selected NPC current schedule  Arguments:    {npc_name} / {npc class_name} / no argument picks what player is looking at 
npc_tasks; cmd; ; Displays detailed text debugging information about the all the tasks of the selected NPC current schedule (See Overlay Text)  Arguments:    {npc_name} / {npc class_name} / no argument picks what player is looking at 
npc_viewcone; cmd; ; Displays the viewcone of the NPC (where they are currently looking and what the extents of there vision is)  Arguments:    {entity_name} / {class_name} / no argument picks what player is looking at
npc_vphysics; 0; sv; 
old_radiusdamage; 0; sv, rep; 
onstage_side_hero_test; cmd; ; 
openshop_category; cmd; ; opens shop from clicks on the world shop model, specific tab request
overview_alpha; 1; cl, a, clientcmd_can_execute; Overview map translucency. 
overview_draw_map; 1; cl; 
overview_health; 1; cl, a, clientcmd_can_execute; Show player's health in map overview. 
overview_locked; 1; cl, a, clientcmd_can_execute; Locks map angle, doesn't follow view angle. 
overview_mode; cmd; ; Sets overview map mode off,small,large: <0|1|2>
overview_names; 1; cl, a, clientcmd_can_execute; Show player's names in map overview. 
overview_tracks; 1; cl, a, clientcmd_can_execute; Show player's tracks in map overview. 
overview_zoom; cmd; ; Sets overview map zoom: <zoom> [<time>] [rel]
p2p_listpeers; cmd; ; List currently known peers.
p2p_lockdown_dota_lobby_trust_everyone_in_assembled_lobbies; -1; cl, a; Allow direct peer to peer connectivity with anyone in an assembled lobby. [0 = force off, 1 = force on, -1 = Engine Controlled]
p2p_lockdown_dota_lobby_trust_everyone_in_matchmade_lobbies; -1; cl, a; Allow direct peer to peer connectivity with anyone in a matchmade lobby. [0 = force off, 1 = force on, -1 = Engine Controlled]
p2p_lockdown_dota_lobby_trust_friends; -1; cl, a; Allow direct peer to peer connectivity with steam friends in any lobby. [0 = force off, 1 = force on, -1 = Engine Controlled]
p2p_lockdown_dota_lobby_trust_lobby_leader_in_assembled_lobbies; -1; cl, a; Allow direct peer to peer connectivity with lobby leaders while in an assembled lobby. And everyone in an assembled lobby if you're the leader. [0 = force off, 1 = force on, -1 = Engine Controlled]
p2p_lockdown_dota_party_trust_everyone; -1; cl, a; Allow direct peer to peer connectivity with anyone in your party. [0 = force off, 1 = force on, -1 = Engine Controlled]
p2p_lockdown_dota_party_trust_friends; -1; cl, a; Allow direct peer to peer connectivity with your friends in a party. [0 = force off, 1 = force on, -1 = Engine Controlled]
p2p_lockdown_dota_party_trust_party_leader; -1; cl, a; Allow direct peer to peer connectivity with the party leader. [0 = force off, 1 = force on, -1 = Engine Controlled]
p2p_lockdown_game_server_trust_everyone; -1; cl, a; Allow direct peer to peer connectivity with any players on the same game server. [0 = force off, 1 = force on, -1 = Engine Controlled]
